loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit
15000,15000,15000,36 months,8.90%,476.3,A,Application Developer,2 years,RENT,85000,Source Verified,0,credit_card,430xx,OH,17.26,0,9-Jun,1,,,9,0,16128,47.70%,12,w,0,0,1,INDIVIDUAL,0,0,0,0,0,77331,46120,32200
14000,14000,13925,36 months,7.90%,438.07,A,IT Director,10+ years,OWN,100428,Verified,0,debt_consolidation,191xx,PA,24.44,0,Sep-78,0,71,,11,0,36838,68.50%,27,f,0,0,1,INDIVIDUAL,0,0,0,0,0,81800,57792,23700
8325,8325,8325,36 months,9.67%,267.34,B,Caregiver,8 years,RENT,24000,Not Verified,1,credit_card,803xx,CO,11.7,0,Aug-94,0,,,9,0,5323,41.60%,30,w,0,0,1,INDIVIDUAL,0,0,0,0,0,63088,59947,10000
10000,10000,10000,36 months,6.03%,304.36,A,Client Support Supervisor,5 years,MORTGAGE,65000,Source Verified,0,home_improvement,254xx,WV,10.3,0,1-Oct,0,76,,9,0,2362,24.60%,19,f,0,0,1,INDIVIDUAL,0,0,0,0,0,221723,17192,9600
21000,21000,21000,36 months,6.62%,644.78,A,Software Engineer,1 year,RENT,90000,Source Verified,0,credit_card,917xx,CA,21.83,0,2-Jul,0,49,,13,0,4101,66.10%,19,w,0,0,1,INDIVIDUAL,0,0,0,0,0,68878,43086,5000
15000,15000,15000,36 months,6.62%,460.56,A,LAN Admin,10+ years,MORTGAGE,115000,Not Verified,0,debt_consolidation,207xx,MD,4.41,0,3-Sep,0,,,8,0,23786,69.10%,22,f,0,0,1,INDIVIDUAL,0,0,0,0,0,380058,38390,8600
11100,11100,11100,36 months,18.55%,404.37,D,Outboard technician,4 years,MORTGAGE,39000,Verified,0,debt_consolidation,028xx,RI,28.06,0,5-Nov,2,,,17,0,15637,43.10%,26,f,0,0,1,INDIVIDUAL,0,0,0,0,0,147353,43902,15500
10000,10000,9925,36 months,7.90%,312.91,A,Dental Hygienist,10+ years,MORTGAGE,55000,Source Verified,0,debt_consolidation,773xx,TX,16.93,1,Sep-93,0,21,,12,0,4330,54.10%,34,f,0,0,1,INDIVIDUAL,0,0,0,0,0,110071,33217,5000
7000,7000,6975,36 months,7.62%,218.13,A,Financial Analyst,3 years,MORTGAGE,65000,Source Verified,1,debt_consolidation,080xx,NJ,20.37,0,4-Aug,0,,,15,0,9165,65.50%,30,f,0,0,1,INDIVIDUAL,0,0,0,0,0,170546,43507,9100
1600,1600,1600,36 months,19.20%,58.82,D,nightstocker,1 year,RENT,24000,Source Verified,1,debt_consolidation,871xx,NM,30.05,0,2-Dec,0,,,8,0,11965,74.30%,20,f,0,0,1,INDIVIDUAL,0,0,0,0,0,27841,17020,12800
14075,14075,14075,36 months,14.30%,483.11,C,CFO,3 years,MORTGAGE,92500,Verified,0,debt_consolidation,130xx,NY,14.65,1,May-00,0,10,,22,0,11032,41%,42,f,0,0,1,INDIVIDUAL,0,0,0,0,0,311228,82530,18700
14550,14550,14500,36 months,9.67%,467.24,B,"Asst Director, International Programs",2 years,RENT,57100,Not Verified,0,credit_card,061xx,CT,18.68,1,Oct-97,1,5,,9,0,19737,81.20%,21,f,0,0,1,INDIVIDUAL,0,0,0,0,0,65098,36935,22200
10000,10000,10000,36 months,9.67%,321.13,B,,n/a,MORTGAGE,51000,Verified,0,credit_card,216xx,MD,11.74,0,Nov-87,1,36,,12,0,9374,24.50%,21,w,0,0,1,INDIVIDUAL,0,0,0,0,0,59881,17017,26700
20000,20000,20000,36 months,14.30%,686.48,C,,n/a,MORTGAGE,52000,Verified,0,credit_card,171xx,PA,17.24,0,Jul-95,0,,,2,0,17776,98.80%,10,f,0,0,1,INDIVIDUAL,0,0,0,0,0,18000,17776,18000
28000,28000,27975,36 months,7.90%,876.13,A,Regional Sales Manager,4 years,MORTGAGE,110000,Verified,0,debt_consolidation,017xx,MA,4.46,0,Sep-89,0,,,8,0,8351,11.30%,17,f,0,0,1,INDIVIDUAL,0,0,0,0,0,491918,12204,54400
13000,13000,12975,36 months,13.67%,442.23,B,Driver,10+ years,MORTGAGE,79000,Source Verified,0,credit_card,921xx,CA,3.51,0,5-Dec,1,76,,7,0,5491,56%,12,f,0,0,1,INDIVIDUAL,0,0,0,0,0,448621,7183,2800
7000,7000,6975,36 months,10.99%,229.14,B,Graphic Designer,< 1 year,RENT,30000,Not Verified,0,debt_consolidation,148xx,NY,13.4,0,4-Sep,2,,,5,0,8208,57%,6,f,0,0,1,INDIVIDUAL,0,0,0,0,0,29706,25006,5900
35000,35000,35000,36 months,18.55%,1275.02,D,Manager/Scientist,10+ years,MORTGAGE,141000,Verified,0,debt_consolidation,993xx,WA,26.09,0,Jun-00,1,,,16,0,49126,74.50%,37,f,0,0,1,INDIVIDUAL,0,0,0,0,0,440550,138785,29000
6800,6800,6800,36 months,17.76%,245.02,D,Administrative Assistant,10+ years,OWN,40000,Not Verified,0,debt_consolidation,840xx,UT,19.35,0,Jul-94,0,,,5,0,13650,90.40%,11,f,0,0,1,INDIVIDUAL,0,0,0,0,0,22300,20040,3100
35000,35000,35000,36 months,15.10%,1215.01,C,Criminal Investigator,8 years,MORTGAGE,115000,Verified,0,debt_consolidation,740xx,OK,20.06,0,Mar-99,0,,,10,0,36644,74.20%,20,w,0,0,1,INDIVIDUAL,0,0,0,0,0,295047,87978,42900
9750,9750,9750,36 months,15.61%,340.91,C,selector,2 years,RENT,30000,Not Verified,0,debt_consolidation,196xx,PA,28.36,0,4-May,1,,,7,0,6869,61.30%,7,f,0,0,1,INDIVIDUAL,0,0,0,0,0,34845,26929,0
11475,11475,11475,36 months,11.99%,381.08,B,Driver,10+ years,MORTGAGE,100000,Source Verified,0,debt_consolidation,481xx,MI,12.23,0,Feb-00,2,37,,13,0,7929,39.80%,27,f,0,0,1,INDIVIDUAL,0,0,0,0,0,179311,29458,8500
22000,22000,22000,36 months,6.62%,675.49,A,Corrections Officer,10+ years,MORTGAGE,93000,Verified,0,debt_consolidation,105xx,NY,9.11,0,Jul-81,0,,97,9,1,5581,35.30%,16,w,0,0,1,INDIVIDUAL,0,0,0,1,0,249625,6772,4000
7200,7200,7175,36 months,14.30%,247.13,C,Account Executive,< 1 year,RENT,90000,Verified,0,debt_consolidation,980xx,WA,22.81,0,3-May,1,,,8,0,22799,97%,16,f,0,0,1,INDIVIDUAL,0,0,0,0,0,61018,46296,14000
7000,7000,7000,36 months,8.90%,222.28,A,teacher,10+ years,RENT,71000,Source Verified,0,debt_consolidation,112xx,NY,17.14,1,Jan-99,0,22,,17,0,7008,33.50%,44,f,0,0,1,INDIVIDUAL,0,0,0,0,0,114453,77017,10700
32000,32000,32000,36 months,9.67%,1027.6,B,Project Manager,10+ years,MORTGAGE,150000,Verified,0,debt_consolidation,907xx,CA,15.12,3,May-94,2,9,,12,0,28979,42.40%,35,f,0,0,1,INDIVIDUAL,0,0,0,0,0,837513,75691,64300
35000,35000,35000,36 months,11.99%,1162.34,B,supply technician,10+ years,RENT,110000,Source Verified,1,debt_consolidation,967xx,HI,15.36,0,Oct-93,1,,,10,0,21699,46.80%,17,w,0,0,1,INDIVIDUAL,0,0,0,0,0,83455,43639,46400
3000,3000,3000,36 months,24.99%,119.27,F,stocker,< 1 year,MORTGAGE,12250,Not Verified,1,other,272xx,NC,4.8,0,4-Sep,0,,,2,0,1630,27.20%,5,f,0,0,1,INDIVIDUAL,0,0,0,0,0,6000,1630,1600
10000,10000,10000,36 months,12.99%,336.9,B,Officer,10+ years,MORTGAGE,91000,Source Verified,0,debt_consolidation,851xx,AZ,15.1,1,Apr-97,0,9,,9,0,7610,58.50%,32,f,0,0,1,INDIVIDUAL,0,0,0,0,0,203069,36061,10100
9500,9500,9500,36 months,12.99%,320.05,B,Detailer,3 years,OWN,30000,Source Verified,1,debt_consolidation,279xx,NC,23.07,0,2-Jan,1,26,,14,0,8173,24.50%,31,f,0,0,1,INDIVIDUAL,0,0,0,0,0,55671,26345,13500
31000,31000,31000,36 months,19.20%,1139.48,D,Assistant Manager,8 years,RENT,75000,Verified,0,debt_consolidation,114xx,NY,10.9,0,May-96,0,46,,8,0,15541,61.90%,22,f,0,0,1,INDIVIDUAL,0,0,0,0,0,25100,15541,12600
16000,16000,16000,36 months,7.62%,498.59,A,High School Special Educator,10+ years,MORTGAGE,59000,Verified,0,debt_consolidation,120xx,NY,17.98,0,Oct-96,0,,,13,0,16474,51.20%,25,w,0,0,1,INDIVIDUAL,0,0,0,0,0,103113,22736,25100
7800,7800,7800,36 months,7.62%,243.06,A,Senior Analyst,1 year,RENT,90000,Not Verified,0,debt_consolidation,701xx,LA,8.53,0,8-Jun,0,,,8,0,2617,16%,10,f,0,0,1,INDIVIDUAL,0,0,0,0,0,31455,12922,12500
25000,25000,25000,36 months,9.67%,802.82,B,Advertising Sales,6 years,MORTGAGE,96000,Verified,0,debt_consolidation,840xx,UT,10.45,0,Oct-93,0,,,14,0,15266,66.70%,31,w,0,0,1,INDIVIDUAL,0,0,0,0,0,291675,37074,20900
13900,13900,13900,36 months,8.90%,441.37,A,Sr. Unix Administrator,2 years,RENT,105000,Not Verified,0,credit_card,940xx,CA,13.6,0,Mar-92,1,,98,11,1,9785,23.70%,15,f,0,0,1,INDIVIDUAL,0,0,0,1,0,79700,41504,27700
2000,2000,2000,36 months,23.70%,78.16,F,,n/a,MORTGAGE,24000,Verified,0,other,114xx,NY,22.22,0,Jun-93,0,42,,14,0,12486,45.20%,19,f,0,0,1,INDIVIDUAL,0,0,0,0,0,27600,12486,17400
6000,6000,6000,36 months,14.30%,205.95,C,Manager,6 years,RENT,45000,Not Verified,0,debt_consolidation,928xx,CA,17.55,0,6-Aug,2,,,8,0,1446,21.90%,12,f,0,0,1,INDIVIDUAL,0,0,0,0,0,28954,20180,4100
14000,14000,14000,36 months,12.99%,471.65,B,Human Resource Professional,10+ years,OWN,50000,Not Verified,0,debt_consolidation,666xx,KS,19.2,0,Jul-97,2,,,12,0,14588,41%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,50000,19750,32600
20000,20000,20000,36 months,8.90%,635.07,A,IT technician,10+ years,RENT,70000,Source Verified,0,credit_card,939xx,CA,22.22,0,1-Jul,0,,118,10,1,10121,43.40%,15,f,0,0,1,INDIVIDUAL,0,0,0,1,0,86185,48385,11500
14500,14500,14500,36 months,12.99%,488.5,B,Supervisor,10+ years,MORTGAGE,55000,Verified,0,debt_consolidation,440xx,OH,4.71,1,5-Sep,1,19,113,10,1,9143,59.80%,16,f,0,0,1,INDIVIDUAL,0,0,0,1,0,200240,9143,10800
9200,9200,9200,36 months,11.99%,305.53,B,Finance Manager,< 1 year,RENT,83000,Not Verified,0,credit_card,980xx,WA,21.73,0,1-Jun,1,36,,13,0,11089,78.10%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,0,86047,50624,11900
20400,20400,20325,36 months,8.90%,647.77,A,Chief Creative Officer,1 year,RENT,80000,Verified,0,debt_consolidation,374xx,TN,14.42,0,Jun-00,0,44,,8,0,15264,84.80%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,0,52156,34081,18000
7000,7000,7000,36 months,17.76%,252.23,D,,n/a,MORTGAGE,42000,Verified,0,debt_consolidation,199xx,DE,20.57,0,Jul-00,1,,87,5,1,12259,97.30%,11,w,0,0,1,INDIVIDUAL,0,0,0,1,0,162944,18335,2600
25000,25000,24950,36 months,7.90%,782.26,A,Senior Editor,1 year,MORTGAGE,300000,Verified,0,debt_consolidation,100xx,NY,7.09,1,2-Feb,0,18,,6,0,126575,51.60%,10,f,0,0,1,INDIVIDUAL,0,0,0,0,0,346300,139283,24600
13000,13000,13000,36 months,9.67%,417.47,B,Design Inspector,8 years,MORTGAGE,64480,Source Verified,0,credit_card,406xx,KY,17.33,0,Aug-00,0,30,,18,0,9921,58.70%,31,w,0,0,1,INDIVIDUAL,0,0,0,0,0,100438,24803,12300
6000,6000,6000,36 months,14.30%,205.95,C,Supervisor COBRA Operations,1 year,RENT,41000,Source Verified,0,other,850xx,AZ,22.74,0,2-Dec,2,,,9,0,14378,56.60%,18,f,0,0,1,INDIVIDUAL,0,0,0,0,0,45291,27827,18400
8000,8000,7950,36 months,12.99%,269.52,B,Software Developer,6 years,MORTGAGE,75000,Source Verified,0,credit_card,891xx,NV,10.36,0,5-Apr,0,,,13,0,19679,71.80%,17,f,0,0,1,INDIVIDUAL,0,0,0,0,0,323723,19679,19400
5375,5375,5375,36 months,17.10%,191.91,C,Merchandise Coordinator,7 years,RENT,19000,Source Verified,1,debt_consolidation,606xx,IL,18.06,0,7-Feb,0,,,24,0,10225,81.20%,26,w,0,0,1,INDIVIDUAL,0,0,0,0,0,72025,76833,6000
14000,14000,14000,36 months,15.10%,486.01,C,Supervisor,10+ years,RENT,36000,Not Verified,1,debt_consolidation,852xx,AZ,27.83,0,5-May,1,,,7,0,9331,75.90%,14,f,0,0,1,INDIVIDUAL,0,0,0,0,0,39704,32199,9100
9600,9600,9600,36 months,10.99%,314.25,B,Branch Manager of Operations,10+ years,RENT,127000,Not Verified,0,debt_consolidation,346xx,FL,21.34,1,Jul-86,1,4,,14,0,15637,26.10%,58,f,0,0,1,INDIVIDUAL,0,0,0,0,0,144007,83241,40800
2500,2500,2500,36 months,13.67%,85.05,B,Grocery Inventory,10+ years,RENT,29000,Verified,0,credit_card,484xx,MI,30.79,0,May-96,1,,73,5,1,2556,49.20%,11,f,0,0,1,INDIVIDUAL,0,0,0,0,0,57636,26060,2800
7000,7000,6950,36 months,8.90%,222.28,A,Project Facilitator,10+ years,RENT,74000,Not Verified,0,credit_card,890xx,NV,11.03,1,May-78,0,3,,7,0,7679,78.40%,28,f,0,0,1,INDIVIDUAL,0,0,0,0,0,9800,7679,8200
18000,18000,18000,36 months,6.03%,547.84,A,AVP Retail Management,6 years,MORTGAGE,77000,Source Verified,0,debt_consolidation,982xx,WA,14.92,0,Nov-94,0,,,17,0,61633,5.70%,40,f,0,0,1,INDIVIDUAL,0,0,0,0,0,504759,79993,106400
15000,15000,15000,36 months,7.62%,467.43,A,Subcontracts Administrator,7 years,RENT,80000,Source Verified,0,debt_consolidation,200xx,DC,5.57,0,Dec-82,1,,,9,0,11672,71.60%,15,f,0,0,1,INDIVIDUAL,0,0,0,0,0,38801,27233,15300
21250,21250,21250,36 months,12.99%,715.9,B,Attorney,5 years,RENT,56000,Verified,0,other,328xx,FL,29.88,0,Oct-98,0,39,6,16,1,7708,27%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,1,168941,118361,23000
15000,15000,15000,36 months,16.20%,528.84,C,Detective,8 years,MORTGAGE,120000,Not Verified,1,home_improvement,114xx,NY,11,0,3-Apr,1,32,,19,0,11688,69.60%,39,f,0,0,1,INDIVIDUAL,0,0,0,0,0,527422,154743,7600
11000,11000,11000,36 months,6.03%,334.8,A,po1,10+ years,MORTGAGE,90000,Not Verified,0,debt_consolidation,968xx,HI,13.3,0,3-Jun,0,49,,9,0,10254,27.60%,35,w,0,0,1,INDIVIDUAL,0,0,0,0,0,306829,44751,30200
3000,3000,3000,36 months,15.10%,104.15,C,Sales Lead,4 years,RENT,15000,Source Verified,1,debt_consolidation,981xx,WA,21.3,0,4-Feb,0,,,8,0,4679,55.70%,20,f,0,0,1,INDIVIDUAL,0,0,0,0,0,8400,4679,4500
28650,28650,28600,36 months,7.90%,896.47,A,firefighter,10+ years,MORTGAGE,90000,Source Verified,0,debt_consolidation,970xx,OR,24.98,0,Apr-91,0,,,14,0,40140,69.70%,36,f,0,0,1,INDIVIDUAL,0,0,0,0,0,502472,145777,55100
6950,6950,6950,36 months,17.76%,250.43,D,Certified Coder,3 years,MORTGAGE,40000,Verified,0,debt_consolidation,572xx,SD,29.88,0,Dec-97,1,62,,16,0,13695,68.80%,50,f,0,0,1,INDIVIDUAL,0,0,0,0,0,203027,34064,9900
10000,10000,10000,36 months,6.62%,307.04,A,,2 years,MORTGAGE,42000,Verified,0,debt_consolidation,922xx,CA,26.09,0,Dec-88,0,,,9,0,50961,29.40%,27,f,0,0,1,INDIVIDUAL,0,0,0,0,0,284896,73335,51000
13800,13800,13800,36 months,7.62%,430.03,A,Registered Nurse,8 years,MORTGAGE,65000,Source Verified,0,debt_consolidation,457xx,OH,27.58,0,1-Oct,3,,,11,0,13314,59.40%,42,f,0,0,1,INDIVIDUAL,0,0,0,0,0,153403,72779,16400
24000,24000,24000,36 months,6.62%,736.89,A,Office Manager,7 years,OWN,75000,Source Verified,0,debt_consolidation,597xx,MT,11.17,0,Oct-79,0,37,,14,0,24380,60.50%,63,w,0,0,1,INDIVIDUAL,0,0,0,0,0,339790,133241,34000
8000,8000,8000,36 months,18.55%,291.44,D,Attorney,7 years,RENT,280000,Verified,0,debt_consolidation,914xx,CA,17.34,0,Aug-94,2,,,30,0,39936,72.90%,62,f,0,0,1,INDIVIDUAL,0,0,0,0,0,325073,299962,38500
5000,5000,5000,36 months,20.20%,186.33,D,Project Manager,2 years,MORTGAGE,69000,Not Verified,0,debt_consolidation,983xx,WA,21.11,0,2-Jul,1,59,,19,0,17315,87.90%,43,f,0,0,1,INDIVIDUAL,0,0,0,0,0,90341,60367,15200
8400,8400,8400,36 months,6.03%,255.66,A,Vice President,1 year,MORTGAGE,100000,Verified,0,debt_consolidation,121xx,NY,25.57,0,Jun-99,0,,,15,0,31940,21.30%,40,w,0,0,1,INDIVIDUAL,0,0,0,0,0,464936,79570,90000
5400,5400,5400,36 months,13.67%,183.7,B,Heavy Truck Mechanic,3 years,MORTGAGE,38000,Not Verified,0,debt_consolidation,657xx,MO,1.93,0,1-Apr,0,,,3,0,2325,20.60%,3,f,0,0,1,INDIVIDUAL,0,0,0,0,0,119300,2325,11300
11700,11700,11700,36 months,22.40%,449.26,E,BUILDING OPERATIONS MANAGER,10+ years,MORTGAGE,60000,Source Verified,0,debt_consolidation,275xx,NC,15.8,6,Jan-94,1,7,63,17,2,7359,54.10%,29,f,0,0,1,INDIVIDUAL,0,0,0,1,0,308413,24961,8800
4500,4500,4500,36 months,12.99%,151.61,B,Accounts Payable/Billing Coordinator,5 years,RENT,39000,Not Verified,0,credit_card,104xx,NY,4.89,0,6-Dec,1,,,6,0,4793,84.10%,7,f,0,0,1,INDIVIDUAL,0,0,0,0,0,5700,4793,5100
12000,12000,11925,36 months,12.99%,404.27,B,Senior Library Assistant,10+ years,RENT,62000,Not Verified,0,credit_card,078xx,NJ,7.08,0,Oct-98,0,37,,5,0,4356,20.70%,15,f,0,0,1,INDIVIDUAL,0,0,0,0,0,27500,10713,21000
35000,35000,35000,36 months,16.20%,1233.96,C,,10+ years,MORTGAGE,80000,Verified,0,credit_card,488xx,MI,19.95,0,Jan-84,1,,,8,0,93674,85.80%,21,f,0,0,1,INDIVIDUAL,0,0,0,0,0,99600,93674,49500
15000,15000,15000,36 months,14.30%,514.86,C,Fad,5 years,RENT,44000,Verified,0,credit_card,112xx,NY,26.02,3,2-Apr,0,0,102,10,1,13918,61.30%,23,f,0,0,1,INDIVIDUAL,1,0,0,1,0,48023,35719,17000
12000,12000,11950,36 months,7.90%,375.49,A,Housing Specialist,6 years,MORTGAGE,56000,Source Verified,0,debt_consolidation,201xx,VA,18.19,0,Nov-94,0,,,19,0,18076,24.60%,53,f,0,0,1,INDIVIDUAL,0,0,0,0,0,268565,30598,64900
15000,15000,15000,36 months,12.99%,505.34,B,DC services,2 years,MORTGAGE,40000,Source Verified,0,debt_consolidation,302xx,GA,17.97,0,7-Oct,0,,,7,0,7246,61.40%,9,w,0,0,1,INDIVIDUAL,0,0,0,0,0,115362,13590,8800
7200,7200,7200,36 months,19.52%,265.83,D,Funeral Director,9 years,MORTGAGE,65000,Verified,0,debt_consolidation,117xx,NY,12.2,4,Jan-87,2,4,,10,0,3188,31.30%,33,f,0,0,1,INDIVIDUAL,0,0,0,0,0,361884,12385,3800
6350,6350,6350,36 months,10.99%,207.87,B,BRANCH ACCOUNT MANAGER,2 years,MORTGAGE,36000,Verified,1,credit_card,448xx,OH,21.29,1,Nov-86,1,22,,12,0,10621,55.30%,39,f,0,0,1,INDIVIDUAL,0,0,0,0,0,67200,10621,1000
10000,10000,10000,36 months,15.10%,347.15,C,Systems Engineer,10+ years,MORTGAGE,62800,Not Verified,0,debt_consolidation,653xx,MO,13.41,0,Jan-99,1,,,11,0,16371,89.50%,19,f,0,0,1,INDIVIDUAL,0,0,0,0,0,105442,22726,15500
24000,24000,24000,36 months,17.76%,864.78,D,"Driver, over the road",9 years,RENT,105000,Verified,0,debt_consolidation,320xx,FL,27.9,0,Aug-93,1,27,98,15,1,19804,90.80%,31,w,0,0,1,INDIVIDUAL,0,0,0,1,0,117665,107210,13100
9600,9600,9600,36 months,11.99%,318.82,B,Behavioral Health Provider-LPC,10+ years,RENT,42000,Source Verified,0,small_business,301xx,GA,28.89,0,Sep-91,0,,101,7,1,10904,50.50%,26,f,0,0,1,INDIVIDUAL,0,0,0,1,0,195369,173818,17000
9500,9500,9500,36 months,14.30%,326.08,C,Assistant Manager,6 years,RENT,30000,Not Verified,0,debt_consolidation,113xx,NY,25.76,0,8-Jun,1,,,15,0,10166,44.40%,23,f,0,0,1,INDIVIDUAL,0,0,0,0,0,46372,28067,13500
13000,13000,13000,36 months,11.99%,431.73,B,Print Operations and QA compliance Mngr,10+ years,MORTGAGE,100000,Not Verified,0,other,604xx,IL,7.34,0,Jul-00,0,36,,11,0,12148,26.20%,35,f,0,0,1,INDIVIDUAL,0,0,0,0,0,276340,37064,20200
2800,2800,2800,36 months,15.10%,97.21,C,product manager,2 years,MORTGAGE,135000,Not Verified,0,debt_consolidation,787xx,TX,6.32,1,Oct-99,0,6,,12,0,14439,56.80%,35,f,0,0,1,INDIVIDUAL,0,0,0,0,0,436454,28058,16500
20000,20000,20000,36 months,6.03%,608.72,A,communications,6 years,MORTGAGE,90000,Source Verified,0,debt_consolidation,190xx,PA,18.61,0,Feb-97,1,,,10,0,9624,39.60%,20,w,0,0,1,INDIVIDUAL,0,0,0,0,0,326168,58606,21400
3300,3300,3300,36 months,11.99%,109.6,B,BSA AML Manager,1 year,MORTGAGE,40000,Verified,0,credit_card,294xx,SC,29.19,0,Jun-96,0,,,11,0,19629,75.50%,28,f,0,0,1,INDIVIDUAL,0,0,0,0,0,224201,26133,22500
3000,3000,3000,36 months,15.10%,104.15,C,Bereavement Coord,3 years,MORTGAGE,44000,Not Verified,0,credit_card,754xx,TX,14.76,1,5-Oct,2,20,,11,0,8877,44.40%,19,w,0,0,1,INDIVIDUAL,0,0,0,0,0,135373,26207,10300
6000,6000,6000,36 months,16.20%,211.54,C,Supervisor,10+ years,MORTGAGE,55000,Not Verified,0,home_improvement,662xx,KS,16.02,0,3-Jun,0,,,12,0,15583,47.10%,22,w,0,0,1,INDIVIDUAL,0,0,0,0,0,165058,20284,26300
8000,8000,8000,36 months,10.99%,261.88,B,BRANCH ACCOUNT MANAGER,7 years,MORTGAGE,50000,Source Verified,0,debt_consolidation,665xx,KS,28.3,1,1-Mar,3,16,,13,0,5175,45.80%,39,f,0,0,1,INDIVIDUAL,0,0,0,0,0,231231,75498,10000
14675,14675,14675,36 months,17.10%,523.94,C,Sales Account Manage,10+ years,MORTGAGE,124000,Verified,0,debt_consolidation,983xx,WA,8.75,0,2-Dec,0,,,6,0,15027,79.10%,13,f,0,0,1,INDIVIDUAL,0,0,0,0,0,305702,20802,15000
9600,9600,9600,36 months,19.52%,354.43,D,Program Adminstrative Assistant,10+ years,MORTGAGE,44000,Not Verified,0,credit_card,958xx,CA,17.16,0,2-Mar,3,,,11,0,9854,47.80%,28,f,0,0,1,INDIVIDUAL,0,0,0,0,0,38550,20283,19400
7200,7200,7200,36 months,11.99%,239.11,B,COO,10+ years,MORTGAGE,124000,Source Verified,0,credit_card,605xx,IL,25.32,0,Oct-97,0,,,8,0,36860,97%,23,f,0,0,1,INDIVIDUAL,0,0,0,0,0,495515,63695,15000
8000,8000,8000,36 months,19.20%,294.06,D,"Wardrobe Master, Assoc. Prod. Manager",10+ years,RENT,65000,Not Verified,0,debt_consolidation,941xx,CA,15.44,0,Dec-98,1,47,,8,0,16971,92.70%,19,f,0,0,1,INDIVIDUAL,0,0,0,0,0,35118,29849,15800
5000,5000,5000,36 months,7.90%,156.46,A,Sr. Pastor,3 years,MORTGAGE,62000,Source Verified,0,credit_card,762xx,TX,28.34,0,Sep-94,0,146,,12,0,10903,22.50%,21,f,0,0,1,INDIVIDUAL,0,0,0,0,0,200088,90635,35800
4000,4000,4000,36 months,23.70%,156.31,F,assembler,3 years,RENT,69853,Verified,0,car,229xx,VA,20.14,0,Dec-83,1,,,19,0,37871,67.30%,28,f,0,0,1,INDIVIDUAL,0,0,0,0,0,57037,38032,21700
6575,6575,6575,36 months,18.55%,239.53,D,Attorney,2 years,MORTGAGE,73000,Verified,1,credit_card,020xx,MA,23.82,0,Sep-98,0,,,22,0,38041,84.30%,47,f,0,0,1,INDIVIDUAL,0,0,0,0,0,474064,178096,38000
7600,7600,7600,36 months,10.99%,248.78,B,Research Specialist,5 years,RENT,28000,Source Verified,0,debt_consolidation,111xx,NY,28.72,0,3-Aug,0,,,14,0,9132,51.30%,31,f,0,0,1,INDIVIDUAL,0,0,0,0,0,55550,42446,9000
16000,16000,16000,36 months,6.03%,486.97,A,Engineer,1 year,RENT,95000,Verified,0,credit_card,977xx,OR,12.65,0,Apr-99,0,,,11,0,20019,85.20%,28,w,0,0,1,INDIVIDUAL,0,0,0,0,0,230512,37405,23500
9000,9000,9000,36 months,17.10%,321.33,C,laborer,8 years,MORTGAGE,76000,Verified,0,debt_consolidation,967xx,HI,20.87,0,7-Oct,2,,,9,0,11795,92.90%,23,f,0,0,1,INDIVIDUAL,0,0,0,0,0,532325,30027,8700
13000,13000,13000,36 months,16.20%,458.33,C,Sales & Event Coordinator,4 years,RENT,42000,Verified,0,credit_card,972xx,OR,24.86,0,7-Apr,1,,,14,0,9036,78.60%,19,w,0,0,1,INDIVIDUAL,0,0,0,0,0,51419,41695,6200
15000,15000,15000,36 months,7.62%,467.43,A,Staff Accountant,2 years,RENT,48500,Verified,0,debt_consolidation,535xx,WI,22.79,0,Jun-98,2,,,14,0,7867,37.80%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,0,63714,40132,20000
6400,6400,6400,36 months,7.90%,200.26,A,Manager,9 years,MORTGAGE,55000,Not Verified,0,debt_consolidation,805xx,CO,10.2,0,2-Nov,1,,,8,0,10591,40.40%,46,f,0,0,1,INDIVIDUAL,0,0,0,0,0,130244,16473,16000
12875,12875,12875,36 months,15.61%,450.18,C,911 Coordinator,10+ years,MORTGAGE,44500,Verified,0,debt_consolidation,538xx,WI,24.24,0,2-Dec,3,37,,9,0,17781,61.50%,18,f,0,0,1,INDIVIDUAL,0,0,0,0,0,215811,40646,27900
18000,18000,18000,36 months,15.10%,624.86,C,Senior Technical Specialist,7 years,MORTGAGE,60000,Verified,0,debt_consolidation,294xx,SC,12.76,0,3-Nov,3,,,9,0,5376,17.30%,21,f,0,0,1,INDIVIDUAL,0,0,0,0,0,262860,55766,30000
